question,answer,context,start_pos
What is a good example of a regression?,n-ary text classification,"Logistic regression can be used with two classes (e.g., positive and negative sentiment) or with multiple classes (multinomial logistic regression, for example for n-ary text classification, part-of-speech labeling, etc.).",164
What is a good example of a multinomial regression?,n-ary text classification,"Logistic regression can be used with two classes (e.g., positive and negative sentiment) or with multiple classes (multinomial logistic regression, for example for n-ary text classification, part-of-speech labeling, etc.).",164
What is the best example of a multinomial regression?,n-ary text classification,"Logistic regression can be used with two classes (e.g., positive and negative sentiment) or with multiple classes (multinomial logistic regression, for example for n-ary text classification, part-of-speech labeling, etc.).",164
What is an example of a multinomial regression?,n-ary text classification,"Logistic regression can be used with two classes (e.g., positive and negative sentiment) or with multiple classes (multinomial logistic regression, for example for n-ary text classification, part-of-speech labeling, etc.).",164
What function does multinomial logistic regression use to compute probabilities?,softmax,Multinomial logistic regression uses the softmax function to compute probabilities.,41
What is the function that multinomial logistic regression uses to compute probabilities?,softmax,Multinomial logistic regression uses the softmax function to compute probabilities.,41
What is the function multinomial logistic regression uses to compute probabilities?,softmax,Multinomial logistic regression uses the softmax function to compute probabilities.,41
What does multinomial logistic regression do?,softmax,Multinomial logistic regression uses the softmax function to compute probabilities.,41
What is the function that multinomial Logistic Regression uses to compute probabilities?,softmax,Multinomial logistic regression uses the softmax function to compute probabilities.,41
What are the weights learned from a labeled training set via?,a loss function,"The weights (vector w and bias b) are learned from a labeled training set via a loss function, such as the cross-entropy loss, that must be minimized.",78
What are the weights learned from a training set?,a loss function,"The weights (vector w and bias b) are learned from a labeled training set via a loss function, such as the cross-entropy loss, that must be minimized.",78
What are the weights learned from training?,a loss function,"The weights (vector w and bias b) are learned from a labeled training set via a loss function, such as the cross-entropy loss, that must be minimized.",78
What are the weights learned from the training set?,a loss function,"The weights (vector w and bias b) are learned from a labeled training set via a loss function, such as the cross-entropy loss, that must be minimized.",78
What are the weights learned from a training regimen?,a loss function,"The weights (vector w and bias b) are learned from a labeled training set via a loss function, such as the cross-entropy loss, that must be minimized.",78
What must be minimized?,cross-entropy loss,"The weights (vector w and bias b) are learned from a labeled training set via a loss function, such as the cross-entropy loss, that must be minimized.",107
What should be minimized?,cross-entropy loss,"The weights (vector w and bias b) are learned from a labeled training set via a loss function, such as the cross-entropy loss, that must be minimized.",107
What must be minimized?,cross-entropy loss,"The weights (vector w and bias b) are learned from a labeled training set via a loss function, such as the cross-entropy loss, that must be minimized.",107
What needs to be minimized?,cross-entropy loss,"The weights (vector w and bias b) are learned from a labeled training set via a loss function, such as the cross-entropy loss, that must be minimized.",107
What can be minimized?,cross-entropy loss,"The weights (vector w and bias b) are learned from a labeled training set via a loss function, such as the cross-entropy loss, that must be minimized.",107
What is a convex optimization problem?,Minimizing this loss function,"Minimizing this loss function is a convex optimization problem, and iterative algorithms like gradient descent are used to find the optimal weights.",0
What is the problem?,Minimizing this loss function,"Minimizing this loss function is a convex optimization problem, and iterative algorithms like gradient descent are used to find the optimal weights.",0
Do you know what aconvex optimization problem is?,Minimizing this loss function,"Minimizing this loss function is a convex optimization problem, and iterative algorithms like gradient descent are used to find the optimal weights.",0
What is used to find the optimal weights?,iterative algorithms like gradient descent,"Minimizing this loss function is a convex optimization problem, and iterative algorithms like gradient descent are used to find the optimal weights.",68
How is it possible to find the optimal weights?,iterative algorithms like gradient descent,"Minimizing this loss function is a convex optimization problem, and iterative algorithms like gradient descent are used to find the optimal weights.",68
What is used to find the best weights?,iterative algorithms like gradient descent,"Minimizing this loss function is a convex optimization problem, and iterative algorithms like gradient descent are used to find the optimal weights.",68
What is used to find the optimal weights?,iterative algorithms like gradient descent,"Minimizing this loss function is a convex optimization problem, and iterative algorithms like gradient descent are used to find the optimal weights.",68
What is used to find the right weights?,iterative algorithms like gradient descent,"Minimizing this loss function is a convex optimization problem, and iterative algorithms like gradient descent are used to find the optimal weights.",68
Is regularization used to avoid overfitting?,Regularization is used to avoid overfitting,Regularization is used to avoid overfitting.,0
Is regularization used to avoid overfitting?,Regularization is used to avoid overfitting,Regularization is used to avoid overfitting.,0
Is regularization used to prevent overfitting?,Regularization is used to avoid overfitting,Regularization is used to avoid overfitting.,0
Is regularization done to avoid overfitting?,Regularization is used to avoid overfitting,Regularization is used to avoid overfitting.,0
What is one of the most useful analytic tools?,Logistic regression,"Logistic regression is also one of the most useful analytic tools, because of its ability to transparently study the importance of individual features.",0
What is the most useful analytic tool?,Logistic regression,"Logistic regression is also one of the most useful analytic tools, because of its ability to transparently study the importance of individual features.",0
One of the most useful analytic tools is what?,Logistic regression,"Logistic regression is also one of the most useful analytic tools, because of its ability to transparently study the importance of individual features.",0
One of the most useful analytic tools?,Logistic regression,"Logistic regression is also one of the most useful analytic tools, because of its ability to transparently study the importance of individual features.",0
What are the most useful analytic tools?,Logistic regression,"Logistic regression is also one of the most useful analytic tools, because of its ability to transparently study the importance of individual features.",0
Logistic regression studies the importance of what?,individual features,"Logistic regression is also one of the most useful analytic tools, because of its ability to transparently study the importance of individual features.",131
"In vector semantics, a word is modeled as what?",a vector,"In vector semantics, a word is modeled as a vector-a point in high-dimensional space, also called an embedding. In this chapter we focus on static embeddings, in each each word is mapped to a fixed embedding.",42
What is a point in high-dimensional space also called?,an embedding,"In vector semantics, a word is modeled as a vector-a point in high-dimensional space, also called an embedding. In this chapter we focus on static embeddings, in each each word is mapped to a fixed embedding.",98
What is a point in high-dimensional space?,an embedding,"In vector semantics, a word is modeled as a vector-a point in high-dimensional space, also called an embedding. In this chapter we focus on static embeddings, in each each word is mapped to a fixed embedding.",98
What is a point in space?,an embedding,"In vector semantics, a word is modeled as a vector-a point in high-dimensional space, also called an embedding. In this chapter we focus on static embeddings, in each each word is mapped to a fixed embedding.",98
What are the two classes of vector semantic models?,sparse and dense,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",46
What are the two classes of models?,sparse and dense,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",46
What are the two different classes of models?,sparse and dense,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",46
What are the classes of models?,sparse and dense,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",46
What are cells in sparse models functions of?,co-occurrence counts,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",165
What are the functions of cells in sparse models?,co-occurrence counts,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",165
What are the sparse models functions?,co-occurrence counts,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",165
What are the sparse models' functions?,co-occurrence counts,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",165
What are the sparse models functions of cells?,co-occurrence counts,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",165
How many sparse weightings are common?,Two,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",435
How many of them are common?,Two,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",435
What number of sparse weightings are common?,Two,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",435
What weighting weights each cell by its term frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is the weight of each cell by its term Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What weight is given to each cell by its term Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What weight is given to each cell's term Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What weight is given to each cell's term frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What weighting weights each cell by its term frequency and inverse document frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is the weight of each cell by its term Frequency and inverse document Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is the weight of each cell by its term and inverse document Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is the weight of each cell by its term and inverse document frequencies?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is the weight of each cell by its inverse document Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is most common for for word-context matrices?,PPMI (pointwise positive mutual information,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",572
What are the most common word-context matrices?,PPMI (pointwise positive mutual information,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",572
What is the most common word-context matrix?,PPMI (pointwise positive mutual information,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",572
What is the average for word-context matrices?,PPMI (pointwise positive mutual information,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",572
What's the most common for word-context matrices?,PPMI (pointwise positive mutual information,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",572
What is the dimensionality of dense vector models?,50-1000,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,40
What is the density of the models?,50-1000,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,40
What is the density of models?,50-1000,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,40
What is the density of a model?,50-1000,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,40
What is the relative density of models?,50-1000,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,40
What is a popular way to compute dense embeddings?,Word2vec algorithms like skip-gram,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,49
What is the most popular way to compute dense embeddings?,Word2vec algorithms like skip-gram,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,49
Is there a way to compute dense embeddeds?,Word2vec algorithms like skip-gram,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,49
What is the most popular way to compute dense embeddeds?,Word2vec algorithms like skip-gram,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,49
What is the best way to compute dense embeddings?,Word2vec algorithms like skip-gram,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,49
Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'?,Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,131
What is computed from the dot product between the embeddings for two words?,probability that two words are 'likely to occur nearby in text'. This probability,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,196
What is computed from the dot product between the two words?,probability that two words are 'likely to occur nearby in text'. This probability,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,196
What is computed from the dot product when there are two words?,probability that two words are 'likely to occur nearby in text'. This probability,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,196
What is computed from the dot product between the words?,probability that two words are 'likely to occur nearby in text'. This probability,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,196
What is computed from the dot product?,probability that two words are 'likely to occur nearby in text'. This probability,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,196
What does Skip-gram use to train the classifier?,stochastic gradient descent,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",15
What is Skip-gram used for?,stochastic gradient descent,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",15
What does Skip-gram do to train?,stochastic gradient descent,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",15
What does Skip-Gram do to train?,stochastic gradient descent,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",15
What does Skip-gram do to train the class?,stochastic gradient descent,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",15
What is a high dot product with embeddings of words that occur nearby?,embeddings,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",80
What is a high dot product that has embedded words nearby?,embeddings,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",80
What is a high dot product?,embeddings,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",80
What is a high dot product that has words embedded in it?,embeddings,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",80
What is a high dot product with embedded words?,embeddings,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",80
GloVe is a method based on what kind of probabilities?,word co-occurrence,"Other important embedding algorithms include GloVe, a method based on ratios of word co-occurrence probabilities.",80
What kind of probabilities are used for GloVe?,word co-occurrence,"Other important embedding algorithms include GloVe, a method based on ratios of word co-occurrence probabilities.",80
What kind of probabilities do you use for GloVe?,word co-occurrence,"Other important embedding algorithms include GloVe, a method based on ratios of word co-occurrence probabilities.",80
What are word and document similarities computed by?,some function of the dot product between vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",86
Word and document similarities are computed by what?,some function of the dot product between vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",86
What is the most popular such metric?,The cosine of two vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",136
What is the most popular metric?,The cosine of two vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",136
Which is the most popular metric?,The cosine of two vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",136
Which one is the most popular?,The cosine of two vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",136
What's the most popular metric?,The cosine of two vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",136
What are neural networks made out of?,neural units,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",33
What are neural networks made of?,neural units,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",33
What are neural networks made out of?,neural units,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",33
What were neural networks originally inspired by?,human neurons,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",70
What are the neural networks that inspired them?,human neurons,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",70
What are the original neural networks that inspired them?,human neurons,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",70
What were the original neural networks that inspired them?,human neurons,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",70
"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies what type of activation function?",non-linear,"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies a non-linear activation function like sigmoid, tanh, or rectified linear unit.",93
What type of activation function is applied by each neural unit?,non-linear,"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies a non-linear activation function like sigmoid, tanh, or rectified linear unit.",93
What type of activation function is applied by each neural unit when it adds a bias?,non-linear,"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies a non-linear activation function like sigmoid, tanh, or rectified linear unit.",93
What type of activation function is applied by each neural unit when it adds a bias and multiplies input values?,non-linear,"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies a non-linear activation function like sigmoid, tanh, or rectified linear unit.",93
