question,answer,context,start_pos
What are the sparse models' functions?,co-occurrence counts,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",165
What are the sparse models functions of cells?,co-occurrence counts,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",165
How many sparse weightings are common?,Two,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",435
How many of them are common?,Two,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",435
What number of sparse weightings are common?,Two,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",435
What weighting weights each cell by its term frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is the weight of each cell by its term Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What weight is given to each cell by its term Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What weight is given to each cell's term Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What weight is given to each cell's term frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What weighting weights each cell by its term frequency and inverse document frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is the weight of each cell by its term Frequency and inverse document Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is the weight of each cell by its term and inverse document Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is the weight of each cell by its term and inverse document frequencies?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is the weight of each cell by its inverse document Frequency?,tf-idf,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",473
What is most common for for word-context matrices?,PPMI (pointwise positive mutual information,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",572
What are the most common word-context matrices?,PPMI (pointwise positive mutual information,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",572
What is the most common word-context matrix?,PPMI (pointwise positive mutual information,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",572
What is the average for word-context matrices?,PPMI (pointwise positive mutual information,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",572
What's the most common for word-context matrices?,PPMI (pointwise positive mutual information,"Vector semantic models fall into two classes: sparse and dense. In sparse models each dimension corresponds to a word in the vocabulary V and cells are functions of co-occurrence counts. The term-document matrix has a row for each word (term) in the vocabulary and a column for each document. The word-context or term-term matrix has a row for each (target) word in the vocabulary and a column for each context term in the vocabulary. Two sparse weightings are common: the tf-idf weighting which weights each cell by its term frequency and inverse document frequency, and PPMI (pointwise positive mutual information) most common for for word-context matrices.",572
What is the dimensionality of dense vector models?,50-1000,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,40
What is the density of the models?,50-1000,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,40
What is the density of models?,50-1000,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,40
What is the density of a model?,50-1000,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,40
What is the relative density of models?,50-1000,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,40
What is a popular way to compute dense embeddings?,Word2vec algorithms like skip-gram,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,49
What is the most popular way to compute dense embeddings?,Word2vec algorithms like skip-gram,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,49
Is there a way to compute dense embeddeds?,Word2vec algorithms like skip-gram,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,49
What is the most popular way to compute dense embeddeds?,Word2vec algorithms like skip-gram,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,49
What is the best way to compute dense embeddings?,Word2vec algorithms like skip-gram,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,49
Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'?,Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,131
What is computed from the dot product between the embeddings for two words?,probability that two words are 'likely to occur nearby in text'. This probability,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,196
What is computed from the dot product between the two words?,probability that two words are 'likely to occur nearby in text'. This probability,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,196
What is computed from the dot product when there are two words?,probability that two words are 'likely to occur nearby in text'. This probability,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,196
What is computed from the dot product between the words?,probability that two words are 'likely to occur nearby in text'. This probability,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,196
What is computed from the dot product?,probability that two words are 'likely to occur nearby in text'. This probability,Dense vector models have dimensionality 50-1000. Word2vec algorithms like skip-gram are a popular way to compute dense embeddings. Skip-gram trains a logistic regression classifier to compute the probability that two words are 'likely to occur nearby in text'. This probability is computed from the dot product between the embeddings for the two words.,196
What does Skip-gram use to train the classifier?,stochastic gradient descent,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",15
What is Skip-gram used for?,stochastic gradient descent,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",15
What does Skip-gram do to train?,stochastic gradient descent,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",15
What does Skip-Gram do to train?,stochastic gradient descent,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",15
What does Skip-gram do to train the class?,stochastic gradient descent,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",15
What is a high dot product with embeddings of words that occur nearby?,embeddings,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",80
What is a high dot product that has embedded words nearby?,embeddings,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",80
What is a high dot product?,embeddings,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",80
What is a high dot product that has words embedded in it?,embeddings,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",80
What is a high dot product with embedded words?,embeddings,"Skip-gram uses stochastic gradient descent to train the classifier, by learning embeddings that have a high dot product with embeddings of words that occur nearby and a low dot product with noise words.",80
GloVe is a method based on what kind of probabilities?,word co-occurrence,"Other important embedding algorithms include GloVe, a method based on ratios of word co-occurrence probabilities.",80
What kind of probabilities are used for GloVe?,word co-occurrence,"Other important embedding algorithms include GloVe, a method based on ratios of word co-occurrence probabilities.",80
What kind of probabilities do you use for GloVe?,word co-occurrence,"Other important embedding algorithms include GloVe, a method based on ratios of word co-occurrence probabilities.",80
What are word and document similarities computed by?,some function of the dot product between vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",86
Word and document similarities are computed by what?,some function of the dot product between vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",86
What is the most popular such metric?,The cosine of two vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",136
What is the most popular metric?,The cosine of two vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",136
Which is the most popular metric?,The cosine of two vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",136
Which one is the most popular?,The cosine of two vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",136
What's the most popular metric?,The cosine of two vectors,"Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors-a normalized dot product-is the most popular such metric.",136
What are neural networks made out of?,neural units,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",33
What are neural networks made of?,neural units,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",33
What are neural networks made out of?,neural units,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",33
What were neural networks originally inspired by?,human neurons,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",70
What are the neural networks that inspired them?,human neurons,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",70
What are the original neural networks that inspired them?,human neurons,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",70
What were the original neural networks that inspired them?,human neurons,"Neural networks are built out of neural units, originally inspired by human neurons but now simply an abstract computational device.",70
"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies what type of activation function?",non-linear,"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies a non-linear activation function like sigmoid, tanh, or rectified linear unit.",93
What type of activation function is applied by each neural unit?,non-linear,"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies a non-linear activation function like sigmoid, tanh, or rectified linear unit.",93
What type of activation function is applied by each neural unit when it adds a bias?,non-linear,"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies a non-linear activation function like sigmoid, tanh, or rectified linear unit.",93
What type of activation function is applied by each neural unit when it adds a bias and multiplies input values?,non-linear,"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies a non-linear activation function like sigmoid, tanh, or rectified linear unit.",93
What type of activation function is applied by each neural unit when they add a bias?,non-linear,"Each neural unit multiplies input values by a weight vector, adds a bias, and then applies a non-linear activation function like sigmoid, tanh, or rectified linear unit.",93
"In a fully connected, feedforward network, what is connected to each unit in layer i + 1?",each unit in layer i,"In a fully-connected, feedforward network, each unit in layer i is connected to each unit in layer i + 1, and there are no cycles.",43
What is connected to each unit in the feed forward network?,each unit in layer i,"In a fully-connected, feedforward network, each unit in layer i is connected to each unit in layer i + 1, and there are no cycles.",43
What is connected to each unit in the feedforward network?,each unit in layer i,"In a fully-connected, feedforward network, each unit in layer i is connected to each unit in layer i + 1, and there are no cycles.",43
What is connected to each unit in layer i + 1 in a feedforward network?,each unit in layer i,"In a fully-connected, feedforward network, each unit in layer i is connected to each unit in layer i + 1, and there are no cycles.",43
What is connected to each unit in layer i + 1 in a feed forward network?,each unit in layer i,"In a fully-connected, feedforward network, each unit in layer i is connected to each unit in layer i + 1, and there are no cycles.",43
There are no cycles in what network?,feedforward network,"In a fully-connected, feedforward network, each unit in layer i is connected to each unit in layer i + 1, and there are no cycles.",22
What network has no cycles?,feedforward network,"In a fully-connected, feedforward network, each unit in layer i is connected to each unit in layer i + 1, and there are no cycles.",22
What network have no cycles?,feedforward network,"In a fully-connected, feedforward network, each unit in layer i is connected to each unit in layer i + 1, and there are no cycles.",22
The power of neural networks comes from the ability of early layers to learn what?,representations,The power of neural networks comes from the ability of early layers to learn representations that can be utilized by later layers in the network.,77
What are neural networks trained by?,optimization algorithms like gradient descent,Neural networks are trained by optimization algorithms like gradient descent.,31
Neural networks are trained by what?,optimization algorithms like gradient descent,Neural networks are trained by optimization algorithms like gradient descent.,31
What is error backpropagation?,backward differentiation on a computation graph,"Error backpropagation, backward differentiation on a computation graph, is used to compute the gradients of the loss function for a network.",23
What is error backpropagation?,backward differentiation on a computation graph,"Error backpropagation, backward differentiation on a computation graph, is used to compute the gradients of the loss function for a network.",23
What does error backpropagation mean?,backward differentiation on a computation graph,"Error backpropagation, backward differentiation on a computation graph, is used to compute the gradients of the loss function for a network.",23
What is error backpagation?,backward differentiation on a computation graph,"Error backpropagation, backward differentiation on a computation graph, is used to compute the gradients of the loss function for a network.",23
Is error backpropagation a thing?,backward differentiation on a computation graph,"Error backpropagation, backward differentiation on a computation graph, is used to compute the gradients of the loss function for a network.",23
What is backward differentiation on a computation graph used for?,compute the gradients of the loss function for a network,"Error backpropagation, backward differentiation on a computation graph, is used to compute the gradients of the loss function for a network.",83
What is the difference between a graph and computation?,compute the gradients of the loss function for a network,"Error backpropagation, backward differentiation on a computation graph, is used to compute the gradients of the loss function for a network.",83
What is the difference between a graph and a computation?,compute the gradients of the loss function for a network,"Error backpropagation, backward differentiation on a computation graph, is used to compute the gradients of the loss function for a network.",83
What is the difference between a graph and a computation graph?,compute the gradients of the loss function for a network,"Error backpropagation, backward differentiation on a computation graph, is used to compute the gradients of the loss function for a network.",83
What do neural language models use as a probabilistic classifier?,a neural network,"Neural language models use a neural network as a probabilistic classifier, to compute the probability of the next word given the previous n words.",27
What are neural language models used for?,a neural network,"Neural language models use a neural network as a probabilistic classifier, to compute the probability of the next word given the previous n words.",27
What do neural language models do?,a neural network,"Neural language models use a neural network as a probabilistic classifier, to compute the probability of the next word given the previous n words.",27
What are neural language models used to do?,a neural network,"Neural language models use a neural network as a probabilistic classifier, to compute the probability of the next word given the previous n words.",27
What does a neural network compute?,the probability of the next word given the previous n words,"Neural language models use a neural network as a probabilistic classifier, to compute the probability of the next word given the previous n words.",86
What does a neural network do?,the probability of the next word given the previous n words,"Neural language models use a neural network as a probabilistic classifier, to compute the probability of the next word given the previous n words.",86
What does a network do?,the probability of the next word given the previous n words,"Neural language models use a neural network as a probabilistic classifier, to compute the probability of the next word given the previous n words.",86
How does a neural network work?,the probability of the next word given the previous n words,"Neural language models use a neural network as a probabilistic classifier, to compute the probability of the next word given the previous n words.",86
What do a neural network do?,the probability of the next word given the previous n words,"Neural language models use a neural network as a probabilistic classifier, to compute the probability of the next word given the previous n words.",86
Pretrained embeddings can be used by what type of model?,Neural language models,"Neural language models can use pretrained embeddings, or can learn embeddings from scratch in the process of language modeling.",0
What type of model can pretrained embeddeds be used in?,Neural language models,"Neural language models can use pretrained embeddings, or can learn embeddings from scratch in the process of language modeling.",0
What type of model can pretrained embeddings be used in?,Neural language models,"Neural language models can use pretrained embeddings, or can learn embeddings from scratch in the process of language modeling.",0
What type of model can pretrained embeddeds be used for?,Neural language models,"Neural language models can use pretrained embeddings, or can learn embeddings from scratch in the process of language modeling.",0
What type of model can trained embeddeds be used in?,Neural language models,"Neural language models can use pretrained embeddings, or can learn embeddings from scratch in the process of language modeling.",0
Neural language models can learn what from scratch?,embeddings,"Neural language models can use pretrained embeddings, or can learn embeddings from scratch in the process of language modeling.",67
What did this chapter introduce?,parts of speech and named entities,"This chapter introduced parts of speech and named entities, and the tasks of partof-speech tagging and named entity recognition:",24
What was introduced in this chapter?,parts of speech and named entities,"This chapter introduced parts of speech and named entities, and the tasks of partof-speech tagging and named entity recognition:",24
What did this chapter do?,parts of speech and named entities,"This chapter introduced parts of speech and named entities, and the tasks of partof-speech tagging and named entity recognition:",24
What happened in this chapter?,parts of speech and named entities,"This chapter introduced parts of speech and named entities, and the tasks of partof-speech tagging and named entity recognition:",24
What tasks were introduced in this chapter?,partof-speech tagging and named entity recognition,"This chapter introduced parts of speech and named entities, and the tasks of partof-speech tagging and named entity recognition:",77
Which tasks were introduced in this chapter?,partof-speech tagging and named entity recognition,"This chapter introduced parts of speech and named entities, and the tasks of partof-speech tagging and named entity recognition:",77
What are the new tasks in this chapter?,partof-speech tagging and named entity recognition,"This chapter introduced parts of speech and named entities, and the tasks of partof-speech tagging and named entity recognition:",77
What new tasks were introduced in this chapter?,partof-speech tagging and named entity recognition,"This chapter introduced parts of speech and named entities, and the tasks of partof-speech tagging and named entity recognition:",77
What are the tasks that were introduced in this chapter?,partof-speech tagging and named entity recognition,"This chapter introduced parts of speech and named entities, and the tasks of partof-speech tagging and named entity recognition:",77
How many part-of-speech tagsets exist?,between 40 and 200,"Languages generally have a small set of closed class words that are highly frequent, ambiguous, and act as function words, and open-class words like nouns, verbs, adjectives. Various part-of-speech tagsets exist, of between 40 and 200 tags.",216
What is the process of assigning a part-of-speech label to a sequence of words?,Part-of-speech tagging,Part-of-speech tagging is the process of assigning a part-of-speech label to each of a sequence of words.,0
How do you assign a part-of-speech label to a sequence of words?,Part-of-speech tagging,Part-of-speech tagging is the process of assigning a part-of-speech label to each of a sequence of words.,0
Is it possible to assign a part-of-speech label to a sequence of words?,Part-of-speech tagging,Part-of-speech tagging is the process of assigning a part-of-speech label to each of a sequence of words.,0
What is the process of assigning a part-of-speech label to a sequence of words?,Part-of-speech tagging,Part-of-speech tagging is the process of assigning a part-of-speech label to each of a sequence of words.,0
Is there a process for assigning a part-of-speech label to a sequence of words?,Part-of-speech tagging,Part-of-speech tagging is the process of assigning a part-of-speech label to each of a sequence of words.,0
What are words for proper nouns?,Named entities,"Named entities are words for proper nouns referring mainly to people, places, and organizations, but extended to many other types that aren't strictly entities or even proper nouns.",0
What words are used for proper nouns?,Named entities,"Named entities are words for proper nouns referring mainly to people, places, and organizations, but extended to many other types that aren't strictly entities or even proper nouns.",0
What are the words for proper nouns?,Named entities,"Named entities are words for proper nouns referring mainly to people, places, and organizations, but extended to many other types that aren't strictly entities or even proper nouns.",0
"Named entities refer to people, places, and what else?",organizations,"Named entities are words for proper nouns referring mainly to people, places, and organizations, but extended to many other types that aren't strictly entities or even proper nouns.",82
"What about people, places, and what not?",organizations,"Named entities are words for proper nouns referring mainly to people, places, and organizations, but extended to many other types that aren't strictly entities or even proper nouns.",82
What are named entities?,organizations,"Named entities are words for proper nouns referring mainly to people, places, and organizations, but extended to many other types that aren't strictly entities or even proper nouns.",82
What are named entities and what do they mean?,organizations,"Named entities are words for proper nouns referring mainly to people, places, and organizations, but extended to many other types that aren't strictly entities or even proper nouns.",82
What else are named entities?,organizations,"Named entities are words for proper nouns referring mainly to people, places, and organizations, but extended to many other types that aren't strictly entities or even proper nouns.",82
What are two common approaches to sequence modeling?,"generative approach, HMM tagging, and a discriminative approach, CRF tagging","Two common approaches to sequence modeling are a generative approach, HMM tagging, and a discriminative approach, CRF tagging. We will see a neural approach in following chapters.",49
What are the most common approaches to sequence modeling?,"generative approach, HMM tagging, and a discriminative approach, CRF tagging","Two common approaches to sequence modeling are a generative approach, HMM tagging, and a discriminative approach, CRF tagging. We will see a neural approach in following chapters.",49
What are some common approaches to sequence modeling?,"generative approach, HMM tagging, and a discriminative approach, CRF tagging","Two common approaches to sequence modeling are a generative approach, HMM tagging, and a discriminative approach, CRF tagging. We will see a neural approach in following chapters.",49
What is a generative approach called?,HMM tagging,"Two common approaches to sequence modeling are a generative approach, HMM tagging, and a discriminative approach, CRF tagging. We will see a neural approach in following chapters.",70
